,class,tweet
47,2,  Where all my  fans    ny  yankees  VictoriaSecret  fitness 
48,2, I never really rocked with the white sole  I feel ya bro  But these    My favorite Foam of all time  
49,2,                               ghetto ass mofos
50,1,  why would i need to call her and bitch cunt to your face  Im talking to her not you dumbass
51,1, speak english prude ass white bitch
52,1, bitch we coulda been at the stores looking
53,1,  Trey Songz album is about being a single hoe ass nigga lol
54,1,  RT   I just wanna state for the record that I don       t have any hoes    
55,0, WestVirginia is full of white trash 
56,1, TweetLikeYourBestfriend  I made out with   bitches   
57,2,Ding ding ding                           Sagittarius   trash       
58,1,Fucked your bitch  just met her          
59,1,  I ll send dick pics to your bitch quick  
60,2,                   maaaaannnn i hope so  RT   did we get rid of John Legend looking Charlie Batch 
61,1,I just read prolly    tweets from    different girls about how their looong relationship ended today   Daaaamn    Yo hoe will get SLAYED 
62,1, and he whips mommy with the belt  They have not arrested this black womans real nigger yet  She got what she wanted    death 
63,1,  bitches brag about goin to the gym and still be shaped like a patron bottle cuh
64,1,  Man robin thicke all on black tv trying to get that pussy back
65,1,  Look at that bitch way over there stalking my twitter
66,1,Not trash  just plain as fuck for       And come on  no elephant print on a   
67,1,Especially dem souf niccas  dat shit was outrageous
68,1, thx hoe
69,1, just don t bitch when your power goes out like last time
70,1,you ain t gotta be a dyke to like hoes
71,0,Karmas a bitch and so are you  You ll be getting along just fine real soon 
72,1,bitch gon bounce when boosie rapping dey probably scared not too
73,1,        Dr gero made android    to destroy da world das sum bitch nigga shit I would program a girl android to gimme sum neck            
74,1,  I put lotion on bitch ass nigga
75,0,  You can always gets da colored folk back in da cage wit da KFC
76,1,u a stupid hoe
77,2,he pro ISIS Jihadi prayer from Hajj making the rounds now  
78,2,  Hello dare momma  I show glad dat u follow me  U lbe screamin hot in dem pitchers   You eva b wit colored men 
79,2,If you are descended from anything less than European nobility and or royalty  then you are non titled common gutter trash 
80,2,his  Good   pricklypear  shiner 
81,0, Because you re a fag
82,1,          I have no hoes man  I don t need those though                                    I need to pick mines back up          
83,2,Western Jihadi fanboys use of language  peppering sentences with Arabic words to sound knowledgeable    Comical 
84,1,I cut you out of my life for a reason you stupid bitch   don t follow me on twitta
85,1,When niggas gimme their mixtape and it s trash  YEET  Fatality 
86,1, rt  You ll see watch he finna hit that hoe and put some
87,1,I wish Tinder would quit showing me all these broads with that retarded L gesture   They re not smart enough to procreate with me   BBN
88,1,Got a lil bitch from the    
89,1,           bitch you got me fucked up                   
90,1,Not a neanudda bitch 
91,1,to me niggas cheat on they bad bitches bc they think they can get more bad bitches  that one girl will give em a big ass ego
92,1,I drag a bitch by her hair CAPTAIN CAVEMAN NNN   
93,2,avioli stuffed wit lobster nd a nice stuffed clam  eating betterthanamobster 
94,1, puts people bitch face on 
95,2,   I don t hunt birds unless you count shooting dove out of season off my power line with a bb gun
96,1,When ratchet bitches find out the club ain t     to get in 
97,1,  Girls  go talk to your other hoes  game too strong
98,1,I love how Everybody bitches about heat fans when we win but if they lose all the haters are   x more obnoxious
99,1, Shoutout to my  Exit   niccas   Salute
100,1,idk y all ppl that go went to A amp T ackin like y all shocked about    bodies   it was some first class hos at T that I knew personally
101,1,ed Sox fans bitch the loudest about right field  Their hitters exempt from hitting them out too   Yankees  YankeeStadium
102,1,         no you homo        sorry I can t be straight like you and pull mad bitches          
103,1, do these bitches really love Mosa though  MosaGang 
104,1,Bobby bitch dropping in five minutes though      Let that sink in                   
105,1,When was a hoe ever supposed to be loyal  I mean it wouldnt make em a hoe they d be another housewife
106,1,Single like a dollar fucking bitches like im slater   AWW MANE 
107,1,  future bae best drink fiji water so her pussy taste like retweets  amp  cinammon apples
108,1,Dudes a faggot Pahahaha
109,1, she looks like a real dyke now
110,1,add me on snapchat bitches   erinblair
111,2,    Approximately     in one crash  There wasn t supposed to be that many members of a seal team on one bird
112,1,  I hate you dumb bitches that swear that to be happy you need to be a in a relationship  y all honestly need to revaluate life
113,2, ma am    Did you clear that tweet with the    Careful they may brand you  race traitor  for the nerve of thinking               
114,1,  Not every female is a TROPHY                            some of y all hoes are just Certificates of Completion                            
115,1,Can t stand a sob ass bitch
116,1,  Broke hoes   words  Out my face 
117,1,I still can t get over some of these retards going ape shit over this iphone    makes no sense to me whats so ever 
118,0,  Fucking chinks in Clash of Clans always fuck me up  Bitch ass kamikaze faggots 
119,1,Why you gotta be such a hoe smh I ain t captain save a hoe   
120,2,                                        GRAND OPENING                                           TOP CLASS         Oriental Massage         PERFECT           
121,2,GUYS  I just walked into an office  and the secretary has a bird  Looks like I may just find out for myself  
122,0,I hate all these industry fags  I hope they all get the Nigerian Summer Flu
123,1,My partna from Mississippi told me  weeks ago   I got   weeks to fuck all these ok hoes       I m stepping my game up                             
124,2,I was in love with Charlie          
125,1,        When you see the bitch that been talking smack about you in the playground        
126,1, money can get you good weed  but not always the best of pussy  Sorry my friend    guess
127,1,see I peeped it  amp  pussy is power
128,1,She say she want a nigga like me But that bitch mad cause she can t be my wifey
129,1,Bad bitches aint cheap better pass her if u broke   
130,1, my luck the bitch gonna drug me an I won t even kno what happened lmao
131,1,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed                                               
132,1,  Lol everyone s a lil bitch
133,1,Yahhhhhh bitch YAHHHH
134,2, sounds like gypos to me   they used to do this all the time where I lived
135,1, wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album  fag
136,1,GOOD Music  gt  gt  gt  gt  gt  Young Money fags
137,1, he loves juggling it all around it    he loves the fast life im sure hes already grinded on amcon hoes as well
138,1,  This how all the hoes gonna be like tonight                            
139,2,  Top   Thot Tattoos       dream catchers      bird feathers      inspirational quotes that they dont live by      animal p       
140,1,All the pictures of the ex are gone   there s no pictures with the side hoe posted    slides into his dm s like  
141,1,  you here good songs on the radio but it ain t about positivity its mainly bout hoe problems killing and or moving weight
142,1,he only time I screamed was when Tyrese tackled that hoe ass bitch  TheWalkingDead
143,1,Likka downtown bitch at a secondline  RT  Man yeah that s ball game Teddy Bridgewater gettin in   we hit    
144,1,Going hard bitch swear I m on my job throw a quake in the air call that shit a lob
145,1, I don t got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here 
146,1,  My last bitch was      bitch came in da trap tryna Vine da Dope fuh likes   her funeral was   days after dat
147,1,Been hooping all day tired than bitch
148,1,  idkmadz tbh I ve seen you in recess at the monkey bars but I was too busy getting beat up lol   we should talk more  rate        
149,1,  that was no accident lmfao these hoes trynna be lowkey slick   
150,1,     yasss    trys new things with bestfriend     bitch who do you love 
151,1,   what you still doing up my nig
152,1,         negro  you wear a size     I m in a          I m at a   now still growing
153,1,I ll be a bitch if I have to  I don t like to be  but f ck with me and it ll happen 
154,1,  Kim K got bitches thinkin being a hoe is a career with health care benefits
155,1,Fuck that hoe 
156,1,  No                 for you hoes 
157,2,Magellan  You suck at trash talk   
158,2,        wasn       t that great to me either RT   Equalizer  was trash Denzel officially washed bruh       neither was flight
159,1,Stupid bitch
160,0,  U hoes going to church this morning like y all wasn t busting it wide open for niggas about   hours ago
161,1,  You bitches be pretending to be TF crazy    You ain t never lied   
162,1,No matter how hard you try to be rude mf s they keep talking to you  like bitch do I know you
163,1,Lmao RT           RT  That s all it take   Ima start lifting bitches up after the club too
164,1, please tell those fuming cops that they are a bunch of coward little bitches  and should not be allowed near weapons  Thanks 
165,1,        I heard thigh gaps is a way of telling if a bitch pussy is loose         What   
166,1,If a bitch don t like me  sumthin wrong wit da bitch
167,1,Some women  are straight bitches 
168,2,  Shy Glizzy Decent Af
169,1,I swear I heard that bitch creak
170,1,  Cheating ain t no accident hoe   fallin off a bike is a accident   I ain t never seen a bitch trip  amp  land on no dick 
171,2, Tracy Morgan is a sad comparison      Come on try again  Dwight Howard is the most accurate  Stupid monkey 
172,1,My nicca Tip can t act for shit in  Takers
173,1,Being a girl sucks  We have to deal with periods making us a bitch  shaving our legs on a daily basis  and worrying about what we eat 
174,1,Just like a bitch  Typical shit  Stepping in place  Elliptical shit  Wizard of hearts  Mythical shit  Watch yourself  Mystical shit 
175,2,  Democrats to push income inequality as top issue of       Charlie Baker  R  veers further left all in w D       
176,1,Is anything going down tonight besides my bitch
177,1,     gt  these bitches
178,2,          i only rted alex ramos aka trash to gain followers         vote sos
179,1,          Having a bitch ain t goofy  Having bitch dat ain t loyal is                          
180,1,  Its  am  And your man is with his other bitch  A computer  And you really cannot fucking compete 
181,1,  bad bitches get in free night at weenie hut jrs
182,1,ia chepa    Uhh Noo bitch she is your Tia Irma           aghh he s so annoying
183,0, I m not a fag  Gtfo
184,1,  Damn Rico ass hit that hoe on point                          
185,1,  Lmao these niggas act like lil bitches
186,0,If you kill all cops and cracker babies  what next       Black states  white states  and Latino states  Isn t that moving backwards 
187,1,Get this bitch off my TV bruh
188,2,Im ready for today                           iu  iubb  hoosiers  hoosierstate  ncaa  big    michigan  gameday  btown        
189,1,Not to sound like a total bitch but I m tired of peoples kids and the back to school pics          we ain t post pics on the back to college day
190,1,  I hate a  I m pregnant  type of bitch  
191,1,  When bae sings  it ain t nothin to cut that bitch off  with too much enthusiasm 
192,2,  There will be track sweeping during this yellow 
193,1,        brian stfu                    its twitter i could retweet anything       don t make me bitch slap you again          
194,1,  What females do on twitter      Brag bout loyalty     Call other females hoes    Song lyrics    Complain bout cramps    Twee       
195,2, somebody looks like the die on the first tubes on flappy bird lol 
196,1, lets hang fag
197,0,I m just upset they got faggots on this show
198,1,  When a bad bitch asks you to come over 
199,1, porn  android  iphone  ipad  sex  xxx     CloseUp   amateur pussy player milf close up 
200,1,  Man  how you  shittin  on all these hoes when you re only cute with make up on                  
201,1,Lmfao watching Brokeback Mountain with Taylor cuz we ve both never seen it aha  queers 
202,1,Never keep leeches in your life  If bitches take more than they give  it s time to cut them off
203,1,  man these hoes so familiar  one minute on the team next minute they ain t with ya 
204,2,Charlie Daniels Goes Off on        Satanic Evil        
205,2,oday is fun but tuesday will be awesome   IU v  michiganst   UBB  hoosiers
206,1,hese girls eyebrows make them look like    hoes walking down FIB
207,2, birds of a feather  
208,1,  I m on this hoe like this every night just be tweeting bullshit
209,2,Giants secondary lookin like trash
210,1,OT nicca word to the nigga who played jesus
211,1,  bitch built like squid ward after he ate all the Krabby Patties RT   DONT RETIRE           I love you  h       
212,2, some Mets fan tried telling me Rivera isn t of the best Yankees of all time because he is just a closer  WTF
213,0, and how am I assume shit   hmm cuz u don t know what fuck u talking about crackers these days 
214,1,  Wisconsin IASIP nice work bitches 
215,1,  Old soul  More like young bitch 
216,1,  Your pussy so bomb I call it dynamite
217,0,  we got    except eric holder gave them   the beaners   kill americans  guess he is race blind 
218,1, oh you sneaky son of a bitch you
219,1,A bf and gf          are suppose to laugh          at these hoes          together           A guy should never have these hoes          laughing          at his girl         
220,1,Here I go  Welcome to the titty show  Typa ass i see in a video  When I fuck  nut in you like a silly hoe  
221,0,                   fucc nicca yu pose to be pullin up
222,1, bishhhhhh waasup where this bitch up
223,1,Fenkell in this bitch
224,1,Walked in wit a new bitch on me  got niggas mad but I know it
225,1,hese hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca
226,1,  rich  Haha u broke bitch  No women would ever fuck you  Lol 
227,1,Maybe I ll love you one day  maybe we ll someday grow  Till then just sit your drunk ass on that runway hoe 
228,1, CSGO bitch 
229,0, they said some bullshit  Damn niggers
230,1,  I will neva sleep on a pussy
231,0,Only word I can understand on  BlackJesus is  nigger     Heavily disappointed in this show  AaronMacgruder stuff blows  IMO 
232,1,                Dat bird bitch       HEAVY BIRDCAGE BITCH        byyyyyyrrrrrrrrrrrrr bitch          
233,1,  bitch I m not concerned about you 
234,1,  Kick her in the cunt
235,0,   yea u stupid faggot  I m not leaving till like    pm  Want a ride 
236,1,    Lana      it ain t nuttin  ta fuck that bitch dawg   FROHorsemen
237,1, stop being a bitch and speaking on my name little girl   thank you 
238,2, time to dump another diet coke in the trash
239,1, Yeaa black bitches actin like they too good for an average nigga like they just got A  credit and pussy
240,1,  Hahahaha RT  When her pussy better than you expected it to be  
241,1,  LOL at my mentions   Liberal   you re a racist bitch  Liberal   yeah kill all whites   Liberal  is white   Liberal   Not       
242,1, yeah way to block me fag your scared you go and hit girls how tough does that make you  Tough enough to know I d beat   
243,1,bitches be brilliant  haha   
244,1,  This bitch is pregnant dancing her heart out for me and I m on Instagram  I m an asshole 
245,1,  Y all hoes ain t slick
246,1,Gab and Bri both fell asleep on me   hoes
247,1,Why all the bitches fake gay now 
248,2,  Day   of FXX       s Simpsons marathon                Bart       s Dog Gets an F        to        Last Exit to Springfield                     will be the best consecutive    ho       
249,1,Yo this niggah catch every tweet lls oh my goodness
250,1,Fuck that I got a curfew I break that bitch tho idgaf   she could fuss and curse at me when I get home lmfao
251,1,I m no pussy  but ur still a dick 
252,1,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes      Peezy
253,0,   yo fat ugly ass couldn t even pull the ugly bitch in the school
254,1,  I have   hoes lmfao
255,1, like who let em bring Da heat in dis bitch                        linkup bro
256,2,sick and watching the Yankees game
257,0,  You have a new boyfriend every week   Tf you doin hoe 
258,1,  Next year bitches is gonna be like you gotta promise you won t expose me                             
259,1,   pussy ass nigga  
260,1,Seeing so many basic bitches rn
261,1,Like the song French   got all the black bitches mad because my main bitch strawberry  Lololol
262,1,  idc how cute you are that shit dont matter if you got a trash personality 
263,1,Every bitch was born to break a man
264,1,  u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy No bs must b  gt    chance
265,1,  im so fucking done with  i fucking hate you guys and your insurance policy is trash and omg square the fuck up
266,1, dude fucking mono sucks and my bed is trash
267,1,  Wow  he didn t just call them bitches  from what I could see it looked like Brady told the crowd  F ck you  bitches     
268,1,Cancel that bitch like NINOOO
269,1,   im laughing so hard lay is the un loyalist of hos   plea
270,1,alking shit like a hoe about huh so like a man ima murk you wen I see you
271,1,Faded  swear to god I m faded   my bitch educated had her clients pay the payment
272,1, Iheinz    stfu  she thinks your ugly and hard to look at  get the fuck out of chat faggot before i block you Oct   th  am
273,1,Ayo twat boy I gotta new phone give me yo jack now 
274,1, you re our bitch though
275,1,  When Eminem said  Call me a faggot  cause I hate a pussy  
276,1,In order to be a real nicca you gots to be REAL nicca 
277,1, fuck  em if they can t take a joke  liberal pussies only think jokes about sarah palin  amp  daughters are funny 
278,1,  When someone tweets these hoes aint loyal but they laid up at the crib looking like     
279,1,    These hoes getting pregnant just to put some shit like ShaqualidaeMommy  BarackeishaMommy in they IG Bio       
280,1,here may be a fag hag switch a  comin 
281,1, bitch I ll fuck you up
282,0, with pills that nig will last   years  Like magic j  That nig should hav died years ago  Y all the first team to draft gay 
283,1,          Sometimes females are just fucking retarded bro  I swear I just want to kick y all in the ovaries        
284,1,I got a cousin thats rollin     Got a bitch in tha hoovers
285,1,          Idk why I love skinny girls        they got good pussy        
286,2, for two year old Oreos    
287,1,  Don t get your panties in a twist  Just take  them off and let my tongue twist around in your pussy instead 
288,1,I swear Newnan utilities be gettin a nicca    Bout to start reading my own damn meter
289,1, what s good pussy
290,1,My playlist goes something like this smoke tracks for my niggas reggaeton bachata for the bitches and slow jams for that lucky lady
291,1,  hey faggot spell faggot right you dipshit
292,1,Feeeeeling tuna feelliiiing cunt
293,2, I know how you feel wait no I don t  Perfect week for me would be Yanks not getting Lee  goSox  goPats
294,1,Don t tell me Ryan Tannehill s better than Dogshit Alex Smith s trash ass too  Fuck 
295,2,  Flappy birds cheat codes 
296,1, puss or pussy 
297,1, I just don t want one these new bitches that morphed in to a super playa because she see how the world is
298,1,I Was Down for A Minute   them bitches left a Nigga  Them hoes forgot about me   like they neva met a nigga
299,1,  broke hoes   words  OUT MY FACE
300,1,  I got Twitter  Facebook   amp  Instagram   The Fuk Yuh Mean  send u a pic     bitch you better Download my avi
301,2,        How I feel when I m throwing trash away            everyday in school 
302,1,If her bio says  Only God can judge me  she s a hoe 
303,1, am done are acting like a little bitch  My   year old nephew realer then your scary ass  sunset is not a time u dumb fuck
304,1,  Happy teen wolf  Here s me with  getting ready to bitch slap a berzerker 
305,1,arzan out dis hoe 
306,1,Citi field bitches 
307,2,Early bird gets the worm 
308,1,  all these damn bitches on my phone line
309,1,   Lamashtu has some great orgies but is a total bitch  lol   P
310,1,I fucked your little sister last night The pussy was right  The pussy was tight
311,1,In yo bitch dm like   
312,1,  aye were da fawking ginzos of fawking queens and fawking nassau
313,2, On that  th down incompletion  both the slants looked like better options  Shame  but there       s a youth  amp  lack of trust going on 
314,2,Speaking of ford and garland  I need to get my sub from there  And a job application  Lol killin   birds with one stone    merica
315,1,I thought that bitch was trynna line me         
316,1,he said it s a black bitch                            
317,1, they bout to try and hoe you next
318,2,  lived there and can attest to that  Trust them over any muzzie nation by a million light years
319,1,  RETWEET if you fucked someone s bitch
320,1,   Unlike a lot of these bros  I actually care about my girl and I love her  It s not called being a pussy  it s called        
321,1,I can t stand a Fag bitch like Fucc get out there  amp  make the MONEY          
322,1,Wtf   Show me the hoe facts 
323,1, bring it bitch 
324,1,  Bad bitch  HTown  keep it trill ya ll know ya ll can t fuck aroundddd
325,1,  my mentallity  Being a flaming fag is a serious mental issue
326,1,  ChrisBrown a bitch   hittin a Woman JayZ a bitch   lettin a woman hit him bitches needa make up ya mind           Yah want yah a       
327,2, why were there penguins and a bird in the puppy bowl   
328,1,A    dollar card make a young nicca go hard    Throw in a cell phone i can get you left on the yard 
329,1,Bruised ankle is a bitch
330,2,  Oregon State WR  is a popular    ers pick in recent mock drafts    DRAFT TRACKER          
331,2,  Star Wars meets Charlie Brown 
332,1,  Viola Davis sans wig is still stuntin on you hoes in the most classically beautiful way   HTGAWM
333,2,i made sweet  amp  SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken shrimp  my back is hurting 
334,1,LMAOO beans RT  this bitch is so stupid smh 
335,1,  look here bitch if i wanted to be gramatically correct  i would have
336,1,        Every female owns a thong         If she wear thongs she a hoe lol               both facts
337,1,        I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU        
338,1,I ll be a dick if you wanna act like a pussy 
339,1,  Awww Meat Meat In His Feelins i ainn n my feelings bitch
340,1, nonexistent hoes
341,1,  i never had a nigga taken from me                      in order to take him from me he must not return                               keep that in mind bitch          
342,2,  BREAKING  Louisville coach Charlie Strong is expected to accept Texas job  according to ESPN  amp  media reports               
343,1,  I fucked your bitch a hunned times   what the fuck your bitch got on her mind  My fuckin dick  
344,1,Good morning  you hoe ass niggas   Pimp C voice 
345,2,Jindal seemed to be having an out of body experience enhanced by special brownies  Bj Up and At  Em  stribpol  mngop
346,1,almost dragged my suite mate last night    hoe really came banging on our door  am
347,0,Gotta love rednecks  Loud  stupid  stubborn  and full o schitt 
348,1,Mute it hoe 
349,1,          This bitch  ain t got a bit of sense lmaoo                                                                          
350,2,I also had a dream that I went to the FOB show and FOB was rude to me and  was getting badly hit on by some creep
351,1, hey bitch boy  nigorprobz
352,1,his nigguh got somebody contact as Ebola lol
353,1,Libertarians can be such pussies thought you believed in self defense  yet you want a peaceful revolution 
354,1,I m never gonna be ok with my nigga around alot of bitches while with his boys  Cause I was once that female your boys put you on   
355,1,You got   k followers n the same bed sheets from last month    These bitches be confrused      voice
356,1,Ketchup on tha beat hoe
357,1,Shut up bitch swallow
358,1,  Never snapchat will bishop  He is a screenshotting son of a bitch
359,1,  This bitch does so begrudgingly as fuck  Was like man up you a big bad man crying like a bitch  
360,1,                   dem hoes twatchin right nie dey need uh answer
361,1,Bruhhhh hoes ass laws had to fuck up the fun                   
362,1,Switcheroo on yo main bitch me and my nigga hell naw we don t date hoes
363,1,      bitch you ugly as fuck  are you a fuck tranny   Get Alligator face as       
364,1,this lady is probably like  what the fuck does this bitch listen to 
365,1,  Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they d give her their hous       
366,1,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain t that a slut
367,1,   Ware da colored elite meet to eat
368,1,Still confused why King ordered two tranny hookers to the party last night  
369,2,Is it weird licking your own nip 
370,1,And I can t be known for fucking wit a trash bitch 
371,0,Dani Alves pulled off that hairstyle  Neymar just looks like a faggot
372,1,alked to Deigo last night my dawg good like that bitch Maegan
373,2,California has gangs because California is trash 
374,0,   look at this nigger ass nigger shit right here
375,1,    no  i dont like hoes
376,2,If I were a kid today   Michelle Obama s lunch would wind up in the trash can
377,2,KFC biscuits trash now
378,1, let s hang out nigger
379,0,he leftist homosexual war on the  Catholic church kicked into high gear with the infiltration of the priesthood by boy raping fags   
380,2,        BEST ASIAN MASSAGE ON THE Brooklyn Park slope   TOP RATED SPA                          
381,1,        I hope my future wife  who ever she might be  is sleeping or studying instead if being a hoe right now        nigga shutcho asss up
382,1,Im a queer      mmm
383,1,Alright your time is up RT  Cheesecake trash
384,1,She talkin shit     That bitch look like a Linebacker   messinwithsasquach
385,2,Early bird gets the worm but the second mouse gets the cheese  RiseNGrind           
386,1,Hustling aint for everybody either    Jus like certain niccas can t hoop or play football certain niccas can t hustle
387,2,mall with my fellow ginzos to do some christmas shopping     fuckdimmy  vinnysnotmadon  billgetsbuns
388,1,Hate aw they  gym  cunts in ma year  I d rather eat like a pig and drink like I ve got a problem
389,0,You know what fuck you too bitch your such a little hoe   gt   lt 
390,2, SOS is trash
391,1,hat hoe was nipping
392,1,You done with that clown bitch or     
393,1,  Stevie J playa of the yr tho  LHHATLREUNION He ain t no player He stands SOLID behind his bullshit and bitches respect that
394,1,Beat the pussy in so well her shit still hurting from a week ago
395,1, only when ur around me           gotta keep dat scent to keep filthy niggers away
396,1,  Kissing a girl you you actually really like feels better than fucking a sloppy hoe 
397,1,I hate when cute ass girls have wack af boyfriends like bitch youre settlling  Quit your settling and be with a real nigga
398,1,  fuck your gpa bitch im a lot smarter than you
399,2,I said middle school days as in the ghetto way people            and what I am nor here to impress you what are you go    
400,2,Hi Charlie  eating leftover candy       
401,1,Fuck it  its   am why am I tweeting as if anyone is going to answer me  y all niggers don t reply at   pm  Niggerfag Niggerfag Niggerfag
402,1,  Just when I thought Justin Bieber couldn t be anymore of a pussy  he gets arrested in Canada for fighting a person who       
403,1,same hoe that said i couldnt get it tryna kick it
404,1,Zach Huggins tell yo bitch to leave me tf alone
405,1,Going comfortable then a hoe today  gotta be relaxed for prom                   
406,1,         lmfaooooo      U bitch        I m using that shit from now on 
407,1,  As a girlfriend  you have to accept the fact hoes are gonna be all up in his face  But as a boyfriend  he better let them        
408,1,                             dat shit crazy a nicca use to wear dat shit fr
409,1, hoes suck my dick cus i look like john stockton hit em wit the choppa  luke i am your fatherrr    
410,0, u see a lame in that pic ofmine due to your infatuation with niggers  Im Hebrew i fite the children of satan in the streets
411,2,    ill give you a tip  beware of the ugly birds who hide behind massive lensed sunnies 
412,1, Ain t that about a bitch     What does that mean 
413,2,here is no such rule as  tie goes to the runner   Out or safe   Yankees  JohnSterling
414,1,It s funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with 
415,1,hese chubby hoes are always on a  diet       
416,2,  flappy bird is deep    hahaha 
417,1,          Iont got no type       bad bitches is the only thing that I like                            
418,1,                                    hoes on gish road be lookin like   Talkin bout    dolla sucky sucky                 
419,1,                  y all hoes get boyfriends just to tweet about them                         then break up to dawg him on here lol
420,1,Money only impresses broke bitches 
421,2,At a point where I ve got to make a tough life decision  Ice black translucent sole or solid black sole on my KD VI s  Blk or orange airbag
422,2,  Where has this been all year  But still  FireCashman  Yankees
423,1,  Rough face hoes be having all the kids   Who did this to u                                 Self esteem issues More kids   secured love 
424,1,We need to start having a fantasy team of UT hoes lol
425,1,they probably hate me even more because not only do I look white  when I m technically a poc   but I have white hair now I m double cracker
426,1,  I know if my bf breaks up w  me I ll become the biggest hoe of all time  amp probably fuck anyone who looks my way bc id be s       
427,1,his is why no one likes you  Because you re a bitch  And a slut 
428,1,  Don t be a bitch
429,2,Pic circulating on Jihadi feeds claiming an  ISIS flag  on top of Mount Arafa in the holiest day of pilgrimage 
430,1, lol I don t got nothin against nobody witta man  I m just sayin summa these hoes be lyingggggg
431,1,  Why ain t no single Fathers getting wished a Happy Mothers Day like y all do these bitches on Fathers Day 
432,1,lrt I just did im saddened bc she been tweeting like a hoe
433,1,Wow my dad just racked me what a fag
434,1,Niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes                   
435,0, you call  house nigger and she s the racist  Fathom the hypocrisy in that statement 
436,1, wtf I DMd you bitch
437,1,every time this bitch makes a status about guys she texts me like whatttt loll
438,1,People love to touch my hair  ooo is this real   Yes bitch is yours 
439,2,Gary s girl was a tranny  RT  I wonder what would have become of  if he d written  Gary s Girl  
440,1,  My dick is called Offensive Joke because some bitches get hurt when it goes too far 
441,1, k bitch niggas
442,1,You re a bad bitch and I want you 
